#WEEK|GEO_ID|UNITS_TOTAL|JOBLOSS_TOTAL|JOBLOSS_MOE|JOBLOSS_RATE|JOBLOSS_RT_MOE|JOBLOSS_UNIV|LFNEXT_TOTAL|LFNEXT_MOE|LFNEXT_RATE|LFNEXT_RT_MOE|LFNEXT_UNIV|FOODSCARCE_TOTAL|FOODSCARCE_MOE|FOODSCARCE_RATE|FOODSCARCE_RT_MOE|FOODSCARCE_UNIV|HLTHDLY_TOTAL|HLTHDLY_MOE|HLTHDLY_RATE|HLTHDLY_RT_MOE|HLTHDLY_UNIV|HINSEC_1_TOTAL|HINSEC_1_MOE|HINSEC_1_RATE|HINSEC_1_RT_MOE|HINSEC_1_UNIV|EDMVD_TOTAL|EDMVD_MOE|EDMVD_RATE|EDMVD_RT_MOE|EDMVD_UNIV|TELEWORK_TOTAL|TELEWORK_MOE|TELEWORK_RATE|TELEWORK_RT_MOE|TELEWORK_UNIV|HINSEC_TOTAL|HINSEC_MOE|HINSEC_RATE|HINSEC_RT_MOE|HINSEC_UNIV|EVICTFOR_TOTAL|EVICTFOR_MOE|EVICTFOR_RATE|EVICTFOR_RT_MOE|EVICTFOR_UNIV|EXPENSE_TOTAL|EXPENSE_MOE|EXPENSE_RATE|EXPENSE_RT_MOE|EXPENSE_UNIV|SECONDED_TOTAL|SECONDED_MOE|SECONDED_RATE|SECONDED_RT_MOE|SECONDED_UNIV|VACCINE_TOTAL|VACCINE_MOE|VACCINE_RATE|VACCINE_RT_MOE|VACCINE_UNIV|GETVACC_TOTAL|GETVACC_MOE|GETVACC_RATE|GETVACC_RT_MOE|GETVACC_UNIV|TELEWORK_2_TOTAL|TELEWORK_2_MOE|TELEWORK_2_RATE|TELEWORK_2_RT_MOE|TELEWORK_2_UNIV|FOODASSIS_TOTAL|FOODASSIS_MOE|FOODASSIS_RATE|FOODASSIS_RT_MOE|FOODASSIS_UNIV|CHILDCARE_TOTAL|CHILDCARE_MOE|CHILDCARE_RATE|CHILDCARE_RT_MOE|CHILDCARE_UNIV|HHTELHLTH_TOTAL|HHTELHLTH_MOE|HHTELHLTH_RATE|HHTELHLTH_RT_MOE|HHTELHLTH_UNIV|CHILDTELE_TOTAL|CHILDTELE_MOE|CHILDTELE_RATE|CHILDTELE_RT_MOE|CHILDTELE_UNIV|PLNDTRIP_TOTAL|PLNDTRIP_MOE|PLNDTRIP_RATE|PLNDTRIP_RT_MOE|PLNDTRIP_UNIV|CHILDCARE_2_TOTAL|CHILDCARE_2_MOE|CHILDCARE_2_RATE|CHILDCARE_2_RT_MOE|CHILDCARE_2_UNIV|WACTIVITY_TOTAL|WACTIVITY_MOE|WACTIVITY_RATE|WACTIVITY_RT_MOE|WACTIVITY_UNIV|FOODFORCHLD_TOTAL|FOODFORCHLD_MOE|FOODFORCHLD_RATE|FOODFORCHLD_RT_MOE|FOODFORCHLD_UNIV|ENERGYBILL_TOTAL|ENERGYBILL_MOE|ENERGYBILL_RATE|ENERGYBILL_RT_MOE|ENERGYBILL_UNIV|CTCUSE_TOTAL|CTCUSE_MOE|CTCUSE_RATE|CTCUSE_RT_MOE|CTCUSE_UNIV|CTCUSENEW_TOTAL|CTCUSENEW_MOE|CTCUSENEW_RATE|CTCUSENEW_RT_MOE|CTCUSENEW_UNIV|LONGCOVID_1_TOTAL|LONGCOVID_1_MOE|LONGCOVID_1_RATE|LONGCOVID_1_RT_MOE|LONGCOVID_1_UNIV|PRICEINCR_TOTAL|PRICEINCR_MOE|PRICEINCR_RATE|PRICEINCR_RT_MOE|PRICEINCR_UNIV|PRICEWORRY_TOTAL|PRICEWORRY_MOE|PRICEWORRY_RATE|PRICEWORRY_RT_MOE|PRICEWORRY_UNIV|GASIMPACT_TOTAL|GASIMPACT_MOE|GASIMPACT_RATE|GASIMPACT_RT_MOE|GASIMPACT_UNIV|FOODFORCHLD1_TOTAL|FOODFORCHLD1_MOE|FOODFORCHLD1_RATE|FOODFORCHLD1_RT_MOE|FOODFORCHLD1_UNIV|DISPLACED_TOTAL|DISPLACED_MOE|DISPLACED_RATE|DISPLACED_RT_MOE|DISPLACED_UNIV|DISPLACEDTIME_TOTAL|DISPLACEDTIME_MOE|DISPLACEDTIME_RATE|DISPLACEDTIME_RT_MOE|DISPLACEDTIME_UNIV|COL_START_DATE|COL_END_DATE|SURVEY_YEAR|YR_WEEK_NUM
47|310M600US31080|10487471|||||||||||1446508|395983|16.5|4.1|8792384||||||||||||||||||||||||||349713|193375|38.3|15.0|914225|3702815|488219|39.0|3.8|9493380|||||||||||||||||||||||||||||||2372033|364701|28.3|4.4|8389912|434467|200173|14.8|6.7|2944759||||||240410|118493|24.1|11.0|996643||||||746889|236674|28.6|7.3|2607716|1727391|319734|22.4|3.8|7694878||||||280035|126236|72.9|17.4|384058|1228849|327418|29.9|7.0|4103457|||||||||||||||||||||||||||||||June 29, 2022|July 11, 2022|2022|07
47|310M600US33100|4960524|||||||||||706797|212621|17.5|4.9|4041523||||||||||||||||||||||||||245021|145578|59.4|21.0|412311|2036193|275823|44.7|5.2|4553456|||||||||||||||||||||||||||||||915318|168425|24.7|4.2|3706994|171674|70458|15.1|6.0|1137606||||||126237|96153|24.8|15.8|509070||||||185629|67685|17.5|6.0|1058207|794601|200707|22.7|4.9|3505522||||||94651|54945|81.4|13.8|116315|703155|164996|28.9|5.5|2435738|||||||||||||||||||||||||||||||June 29, 2022|July 11, 2022|2022|07
47|310M600US35620|14130905|||||||||||1451693|340374|13.6|2.9|10641351||||||||||||||||||||||||||166226|110091|20.2|13.6|821819|4310148|472153|36.7|3.9|11730995|||||||||||||||||||||||||||||||2496716|302821|24.8|2.8|10051074|682317|268565|17.8|6.1|3825354||||||447683|162463|21.7|7.7|2063538||||||1057869|327435|30.2|8.0|3497440|2024788|316828|21.5|3.3|9398905||||||574166|182120|81.7|14.5|702674|1955132|409460|31.8|5.9|6156563|||||||||||||||||||||||||||||||June 29, 2022|July 11, 2022|2022|07
47|310M600US37980|4818117|||||||||||463143|141841|11.4|3.3|4049419||||||||||||||||||||||||||78250|28715|29.7|9.8|263151|1560884|182800|35.2|3.4|4432403|||||||||||||||||||||||||||||||917620|123148|23.6|3.3|3893878|275210|78283|21.3|5.6|1294432||||||161993|56748|29.3|8.7|552804||||||206261|59355|17.5|4.8|1178290|734914|107543|19.9|2.6|3690468||||||243892|89574|92.4|4.1|264023|516784|99071|26.6|4.6|1942001|||||||||||||||||||||||||||||||June 29, 2022|July 11, 2022|2022|07
47|310M600US38060|3878862|||||||||||217971|70182|7.0|2.2|3121592||||||||||||||||||||||||||63571|55531|40.9|28.3|155429|1434061|180788|40.4|4.4|3545708|||||||||||||||||||||||||||||||826323|154489|27.2|4.4|3033330|175877|59193|15.5|5.2|1136140||||||77719|34371|19.1|7.3|407456||||||196542|69561|20.2|6.9|974835|609218|150772|21.0|4.8|2894233||||||64530|30255|45.8|20.0|140918|742500|145590|41.8|6.8|1776698|||||||||||||||||||||||||||||||June 29, 2022|July 11, 2022|2022|07
47|310M600US40140|3883356|||||||||||363521|127588|11.6|3.8|3142217||||||||||||||||||||||||||47490|37179|24.3|17.6|195754|1584005|225496|45.6|4.9|3471578|||||||||||||||||||||||||||||||745956|176851|25.4|5.0|2932189|221409|62099|19.8|5.2|1120699||||||99297|50685|18.4|8.8|539405||||||250789|93378|23.8|8.1|1053496|732997|202890|27.1|5.8|2705826||||||143459|71174|83.7|12.8|171485|621869|119750|32.3|6.1|1923215|||||||||||||||||||||||||||||||June 29, 2022|July 11, 2022|2022|07
47|310M600US41860|3131812|||||||||||241325|136434|8.9|4.6|2708080||||||||||||||||||||||||||57528|49708|31.1|24.9|184910|819807|179115|27.9|4.6|2934825|||||||||||||||||||||||||||||||868924|173114|33.2|5.1|2621013|292991|88496|30.5|7.7|961085||||||91120|39259|28.7|12.5|317627||||||243291|137889|28.5|12.3|852818|360883|84138|14.8|3.2|2433782||||||143506|80119|89.1|7.8|161060|317000|108246|24.0|6.5|1320350|||||||||||||||||||||||||||||||June 29, 2022|July 11, 2022|2022|07
47|310M600US42660|3171189|||||||||||134828|48582|4.7|1.6|2866984||||||||||||||||||||||||||47171|30248|35.7|17.9|132254|965915|108185|31.8|3.5|3037591|||||||||||||||||||||||||||||||621591|74124|22.2|2.6|2795403|122789|36332|12.3|3.8|1001638||||||69502|24237|17.7|6.8|393682||||||207028|101428|22.0|9.2|942772|502763|109661|19.3|3.6|2609526||||||68219|30749|73.5|13.6|92780|370337|82820|27.4|5.6|1351936|||||||||||||||||||||||||||||||June 29, 2022|July 11, 2022|2022|07
47|310M600US47900|4342743|||||||||||268133|82290|7.1|2.1|3799615||||||||||||||||||||||||||81867|32832|46.4|12.7|176346|1161559|151547|28.7|3.3|4044703|||||||||||||||||||||||||||||||891692|121516|24.4|3.0|3648218|312837|91310|23.2|5.6|1350917||||||141841|52903|22.4|7.3|632609||||||191244|50972|15.3|3.9|1250800|509693|89324|14.8|2.4|3432411||||||138128|45098|75.8|8.7|182146|374362|77829|23.3|4.3|1605898|||||||||||||||||||||||||||||||June 29, 2022|July 11, 2022|2022|07
46|0100000US|252481011|||||||||||23669506|1047897|11.1|0.5|214060866||||||||||||||||||||||||||4595711|463610|34.2|2.5|13436772|90265933|1708040|39.1|0.8|231102569|||||||||||||||||||||||||||||||47156929|1385496|23.1|0.7|203721482|11865606|634176|16.4|0.8|72184667||||||6168884|427014|20.0|1.4|30903211||||||25454302|976880|36.9|1.2|68944331|42619265|1411355|22.0|0.7|193409963||||||10653437|764915|77.1|2.4|13816924|34587665|1049533|35.1|0.8|98671421|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US01|3834458|||||||||||530870|129092|16.9|3.8|3143886||||||||||||||||||||||||||75676|34365|37.5|16.8|201996|1584426|188524|46.3|5.0|3421111|||||||||||||||||||||||||||||||700569|118234|24.0|3.8|2921349|111662|44930|10.3|4.0|1086326||||||141662|59931|35.8|12.3|395178||||||355489|96602|36.1|8.0|984979|794460|135223|28.6|4.2|2776061||||||162478|65506|93.9|6.2|173004|720291|117179|44.2|5.6|1628031|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US02|531333|||||||||||46457|13685|9.7|2.9|477072||||||||||||||||||||||||||7671|8428|21.5|20.5|35603|172764|27419|34.7|5.6|498376|||||||||||||||||||||||||||||||91537|21843|19.9|4.7|460052|19251|10091|13.5|6.4|142540||||||10444|7593|15.6|10.0|67136||||||35911|13937|25.8|8.0|139148|86579|16608|19.6|3.7|440703||||||14905|9475|82.3|16.7|18113|123093|31426|54.6|9.6|225552|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US04|5637881|||||||||||508771|111988|10.8|2.3|4713602||||||||||||||||||||||||||87845|39694|31.5|14.6|278966|2023986|223662|39.6|4.3|5109366|||||||||||||||||||||||||||||||1040553|124073|23.1|2.8|4508565|342026|104516|21.3|5.8|1605394||||||90295|30915|14.2|4.9|637585||||||371990|90711|25.4|6.2|1466758|883669|128869|20.2|2.8|4383427||||||433128|136605|88.9|5.7|487323|979048|130567|40.5|4.6|2416288|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US05|2271244|||||||||||279981|70942|14.7|3.6|1899139||||||||||||||||||||||||||88814|54440|71.6|16.3|124029|908438|87169|44.2|3.9|2053354|||||||||||||||||||||||||||||||359860|80578|20.2|4.5|1783991|69181|27775|10.8|4.1|641632||||||51431|45014|17.0|13.7|302074||||||179987|51645|27.2|7.2|661220|414730|105045|24.6|5.6|1684146||||||84579|35419|93.8|6.1|90192|361350|76855|39.5|7.1|914087|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US06|29638176|||||||||||3211373|461315|12.6|1.7|25488806||||||||||||||||||||||||||682865|288735|33.4|10.4|2043863|11025123|804037|40.4|2.8|27320400|||||||||||||||||||||||||||||||6973489|586180|28.2|2.4|24739980|1597046|312544|19.1|3.7|8371563||||||613498|183338|17.0|5.5|3618631||||||3928087|544110|49.7|4.6|7910182|5651366|568034|24.1|2.3|23405329||||||1677234|401101|76.4|9.2|2195031|3511325|440389|31.3|3.3|11226128|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US08|4512373|||||||||||294730|60015|7.4|1.5|3994111||||||||||||||||||||||||||72163|34984|39.3|13.9|183406|1512398|130234|35.6|2.9|4246483|||||||||||||||||||||||||||||||833971|101190|21.5|2.4|3878600|168446|44058|13.6|3.6|1239599||||||88622|35066|17.7|6.7|501188||||||311089|85334|27.0|6.4|1154001|679888|98953|17.9|2.6|3800259||||||200241|50390|75.7|11.0|264479|703196|115590|38.7|5.4|1818889|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US09|2788488|||||||||||161092|40496|6.7|1.7|2406354||||||||||||||||||||||||||36096|17714|24.8|11.3|145425|845542|87349|32.9|3.4|2573380|||||||||||||||||||||||||||||||581307|84271|25.3|3.7|2295356|146271|37829|18.3|4.1|801180||||||70492|28013|22.6|8.5|312216||||||368383|80620|46.7|8.6|788773|563638|82361|25.7|3.7|2191828||||||99603|31034|67.8|13.3|146918|360112|62334|29.3|4.5|1227849|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US10|785346|||||||||||71929|27485|11.0|4.1|652509||||||||||||||||||||||||||16277|10451|50.0|20.4|32542|252915|38902|35.6|5.4|710884|||||||||||||||||||||||||||||||167675|33312|27.1|5.0|619340|35499|15996|17.4|6.9|204217||||||8295|4360|10.9|7.0|76389||||||98426|30077|50.0|12.8|196829|103810|29335|17.9|5.0|578925||||||28545|17393|77.0|15.6|37090|72990|23285|28.6|9.0|255613|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US11|490791|||||||||||45984|16466|10.3|3.7|446463||||||||||||||||||||||||||3265|4610|22.7|27.2|14404|97603|17712|20.6|3.8|473271|||||||||||||||||||||||||||||||164310|34539|38.3|7.5|428831|52231|27391|38.8|15.9|134569||||||31433|13466|34.7|15.1|90709||||||74858|27482|59.5|11.7|125799|49180|18157|12.0|4.5|409328||||||8712|5491|64.6|22.4|13484|60261|29517|30.3|11.4|198862|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US12|17352741|||||||||||1587907|265717|10.9|1.7|14612986||||||||||||||||||||||||||252321|115751|30.0|11.4|840972|6619767|487991|41.9|3.1|15781315|||||||||||||||||||||||||||||||3333285|337922|24.0|2.4|13872940|687401|188445|15.4|4.0|4477659||||||347725|156353|18.1|7.5|1921675||||||1293494|249377|30.6|5.2|4232743|2625805|357456|20.1|2.5|13084786||||||759288|239562|92.1|5.2|824030|2117613|391880|32.7|5.3|6473463|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US13|8132374|||||||||||930871|203158|13.1|2.9|7085406||||||||||||||||||||||||||316070|119066|44.7|13.0|707616|3394564|261594|45.0|3.5|7548054|||||||||||||||||||||||||||||||1393301|197749|20.5|2.8|6797310|443412|134837|16.4|4.6|2707171||||||236817|91419|20.2|7.7|1172223||||||737372|189793|28.5|6.5|2586872|1501503|196569|23.3|3.0|6445953||||||332729|91354|67.2|9.9|495077|1117538|219022|35.8|5.6|3125030|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US15|1094635|||||||||||82222|24140|8.8|2.5|937986||||||||||||||||||||||||||9310|5868|11.4|7.3|81981|342050|42234|34.6|4.1|987242|||||||||||||||||||||||||||||||298287|54385|33.4|6.0|892631|76624|25503|22.7|7.2|337163||||||38646|12981|26.4|10.1|146449||||||83977|27946|26.9|7.7|312413|133778|31099|15.4|3.5|868707||||||96083|34286|86.1|8.0|111580|100514|28035|23.8|6.3|423152|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US16|1455895|||||||||||139226|36477|10.8|2.7|1291903||||||||||||||||||||||||||42985|22364|63.7|18.9|67510|499927|60428|36.3|4.2|1376788|||||||||||||||||||||||||||||||187637|31814|15.0|2.7|1254285|49613|18275|9.5|3.3|520005||||||37611|13968|14.5|5.4|259429||||||138120|29834|27.9|5.7|495480|219531|43857|18.1|3.4|1211061||||||76581|24554|76.7|8.4|99818|247048|39902|41.3|6.0|598246|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US17|9551120|||||||||||638583|143459|8.1|1.8|7895886||||||||||||||||||||||||||139892|83897|32.2|15.1|434405|3396224|280477|39.3|3.3|8646295|||||||||||||||||||||||||||||||1931774|280823|26.0|3.7|7427156|386128|90589|13.8|3.2|2805554||||||322006|112449|28.4|9.2|1133437||||||861715|228490|32.5|6.6|2654149|1616084|277384|23.1|3.9|7002103||||||337245|86491|71.4|10.4|472347|1272371|174564|34.9|4.2|3640842|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US18|5083179|||||||||||479079|102938|11.2|2.3|4277637||||||||||||||||||||||||||81126|40418|41.9|13.8|193553|2022427|165733|44.3|3.5|4565105|||||||||||||||||||||||||||||||752140|98806|18.5|2.4|4054716|205254|69558|13.2|4.4|1560676||||||103223|48341|17.1|7.6|603762||||||374243|83967|25.6|5.2|1462283|938375|158006|24.4|3.6|3848396||||||347204|108906|78.8|10.5|440473|766668|116138|38.1|5.4|2011089|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US19|2383520|||||||||||214680|46601|10.3|2.2|2090093||||||||||||||||||||||||||75971|31035|53.0|15.7|143408|865124|85320|38.9|3.9|2224253|||||||||||||||||||||||||||||||358430|56016|18.2|2.9|1964468|115518|44534|16.5|5.9|701738||||||103485|47767|35.4|12.1|292648||||||180678|60011|26.6|7.8|680462|344335|64413|18.7|3.4|1845828||||||61802|26593|57.6|16.6|107288|292713|51057|30.3|4.8|967588|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US20|2170473|||||||||||201942|43487|11.0|2.4|1842306||||||||||||||||||||||||||25596|15051|29.0|15.5|88408|754102|71027|37.5|3.5|2013542|||||||||||||||||||||||||||||||270525|39871|15.3|2.2|1769424|104799|36495|15.3|4.8|683998||||||42805|18085|13.8|5.7|309973||||||178561|52071|27.8|6.4|642308|345774|45846|20.7|2.7|1673174||||||108892|48656|81.9|10.1|133003|325441|52854|44.5|5.6|730649|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US21|3391961|||||||||||438949|91368|15.5|3.2|2828759||||||||||||||||||||||||||56422|32272|23.8|16.8|237264|1481990|146758|48.7|4.2|3043767|||||||||||||||||||||||||||||||562035|96018|20.6|3.2|2723528|132929|67030|14.5|6.6|916053||||||33740|19021|8.1|4.7|418900||||||194610|55936|23.1|6.1|843723|671596|103448|25.9|3.8|2592785||||||89786|34353|94.0|5.7|95509|646105|111933|45.6|6.6|1417912|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US22|3424716|||||||||||325702|81318|11.6|2.8|2808390||||||||||||||||||||||||||91172|50491|50.2|26.3|181588|1387809|167619|44.7|4.7|3107985|||||||||||||||||||||||||||||||647160|115568|24.4|4.0|2647467|204312|78735|18.8|6.8|1087071||||||149190|66916|31.6|12.0|472548||||||264672|78242|27.4|7.3|965982|627305|143700|25.4|5.6|2471720||||||143455|62780|74.0|12.8|193892|605586|117798|41.5|6.9|1458285|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US23|1101707|||||||||||75997|29949|7.6|2.9|1001975||||||||||||||||||||||||||16737|14829|42.4|26.4|39501|360734|56639|34.1|5.1|1057532|||||||||||||||||||||||||||||||157822|31179|16.9|3.3|933647|30715|16061|11.4|5.9|269434||||||31274|15955|24.1|10.7|129857||||||135707|29126|48.2|8.5|281583|214357|37875|23.8|4.0|901405||||||46467|25794|75.2|20.7|61778|119429|32889|27.7|6.4|430514|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US24|4683783|||||||||||436753|114870|11.1|2.8|3932736||||||||||||||||||||||||||95949|46604|30.3|13.0|316482|1383916|143786|32.2|3.2|4296032|||||||||||||||||||||||||||||||992044|132733|25.8|3.5|3839975|356053|76740|23.5|5.6|1516547||||||100489|36850|15.0|5.3|669309||||||540027|83199|37.7|5.7|1433785|766627|118975|21.9|3.3|3498931||||||188050|62447|71.3|12.9|263725|481019|84655|30.3|5.0|1587071|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US25|5379211|||||||||||411924|83731|9.4|1.9|4373088||||||||||||||||||||||||||88311|30647|32.3|9.9|273339|1514873|131866|31.3|2.6|4840188|||||||||||||||||||||||||||||||1265391|119974|30.0|2.9|4212780|273065|48405|19.9|3.5|1373053||||||123295|31461|23.3|5.5|528195||||||672761|81654|51.5|5.2|1305793|811540|100784|20.6|2.5|3935109||||||190169|45927|68.4|10.4|277845|622828|93493|27.4|3.5|2272314|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US26|7718744|||||||||||645559|151495|9.9|2.4|6553370||||||||||||||||||||||||||56161|29281|21.5|10.5|261590|2400608|202987|34.0|2.9|7064737|||||||||||||||||||||||||||||||1451039|143396|23.6|2.4|6151310|413589|110351|18.3|4.9|2260066||||||192676|67697|20.7|8.0|932111||||||830611|153965|39.6|6.1|2097703|1147189|150427|19.5|2.4|5875899||||||321596|88542|84.8|7.8|379277|983926|149155|36.7|4.6|2679020|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US27|4292622|||||||||||262598|66866|7.2|1.9|3657841||||||||||||||||||||||||||22903|21847|21.4|18.4|107230|1155962|141711|29.0|3.3|3989057|||||||||||||||||||||||||||||||802930|131360|22.7|3.9|3539797|153841|42909|14.3|3.6|1079409||||||131188|40187|28.4|7.0|461936||||||375852|63693|38.9|5.3|966705|499150|93237|14.7|2.6|3389427||||||111717|36186|60.3|12.5|185358|489302|86584|31.6|5.0|1549067|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US28|2182393|||||||||||320962|81156|17.7|4.3|1814182||||||||||||||||||||||||||79856|39347|58.7|19.9|135936|1043920|91917|52.0|4.3|2006649|||||||||||||||||||||||||||||||306958|87622|18.2|5.1|1685808|39349|34021|5.9|5.0|666429||||||48296|29177|18.5|10.8|260501||||||169964|56754|26.5|8.1|641263|402890|74188|25.7|4.4|1565232||||||69432|35256|95.1|7.9|73039|334871|70646|39.3|7.1|851972|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US29|4663878|||||||||||440057|101832|11.1|2.6|3957814||||||||||||||||||||||||||67393|33618|34.1|12.5|197380|1600273|131095|36.7|2.8|4358968|||||||||||||||||||||||||||||||649305|99947|17.2|2.5|3783860|132881|40052|10.8|3.2|1231459||||||97829|52467|18.9|9.5|516853||||||336288|74722|31.1|5.5|1080173|693557|115706|19.9|3.1|3476867||||||186568|76218|82.8|9.6|225225|614941|100798|36.8|5.5|1669354|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US30|864638|||||||||||62324|26911|8.2|3.6|756566||||||||||||||||||||||||||3941|4012|22.6|22.2|17415|294779|41162|36.3|5.1|811886|||||||||||||||||||||||||||||||142630|28773|19.3|4.0|740884|26372|16602|11.1|6.3|237180||||||13689|10824|14.4|9.9|95065||||||97463|29096|43.8|10.3|222549|135285|32937|18.9|4.5|716579||||||40293|24463|69.4|20.9|58044|117875|25920|34.9|6.4|338184|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US31|1444043|||||||||||146128|62360|11.7|5.0|1244170||||||||||||||||||||||||||34035|20640|50.1|22.6|67919|460224|57873|34.7|4.3|1326879|||||||||||||||||||||||||||||||161133|28947|13.2|2.3|1219800|67738|31261|13.2|6.0|512875||||||31604|14487|15.1|6.4|208674||||||77701|20992|18.9|5.2|410669|223140|63847|19.0|5.4|1175360||||||66006|32578|80.3|11.3|82174|180773|34161|31.9|6.0|566588|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US32|2449239|||||||||||223971|53502|11.0|2.5|2031868||||||||||||||||||||||||||57166|22233|46.8|18.6|122247|945658|102331|42.3|4.7|2235107|||||||||||||||||||||||||||||||434442|80379|21.9|3.7|1984739|72137|33192|9.3|4.2|772030||||||55074|29375|18.1|8.5|304102||||||300137|65682|42.4|6.9|707917|396280|69859|20.7|3.7|1915440||||||143821|50377|80.1|12.8|179609|453590|80591|42.7|6.3|1062935|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US33|1110006|||||||||||72912|22430|7.3|2.2|993242||||||||||||||||||||||||||6044|6407|21.1|21.0|28614|397455|49843|38.0|4.5|1044944|||||||||||||||||||||||||||||||221897|36163|22.9|3.6|969652|25930|9905|8.5|3.3|306737||||||31406|11601|32.3|11.7|97158||||||132737|28419|47.2|8.8|281297|200312|42296|21.8|4.5|919952||||||16730|8902|59.8|19.9|27978|139152|29851|30.4|6.0|457311|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US34|7091865|||||||||||592151|135916|10.4|2.4|5716084||||||||||||||||||||||||||97041|43703|23.6|8.9|410960|2103865|212617|33.8|3.3|6224217|||||||||||||||||||||||||||||||1284731|188188|23.7|3.5|5414923|376861|103797|18.5|4.8|2041601||||||151668|56312|17.2|6.7|880408||||||669462|126672|34.8|5.9|1924095|1063961|166666|20.8|3.2|5111155||||||335811|107374|78.6|9.7|427389|858003|131110|31.3|4.3|2743045|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US35|1614032|||||||||||211545|42766|15.3|3.0|1381706||||||||||||||||||||||||||30127|14314|41.6|19.3|72338|636958|65570|42.6|4.3|1494333|||||||||||||||||||||||||||||||351528|54452|26.3|3.8|1338880|77415|26721|16.2|5.7|479180||||||25833|15114|12.0|6.8|216038||||||183819|38678|42.9|7.4|428239|315234|42928|25.1|3.2|1256501||||||94386|35177|83.6|8.4|112963|283536|48906|46.5|6.2|609184|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US36|14996492|||||||||||1298712|291111|10.7|2.3|12148721||||||||||||||||||||||||||157760|99969|17.3|10.9|910008|5002881|506916|36.9|3.6|13565618|||||||||||||||||||||||||||||||2992256|388520|26.2|3.2|11417406|670348|239441|17.5|5.8|3833545||||||291759|121507|17.7|7.7|1649529||||||1478990|242090|39.0|6.9|3794991|2486990|400919|22.7|3.5|10968830||||||593281|248643|75.1|11.0|790067|2350239|403116|34.7|4.7|6780874|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
46|0400000US37|8113018|||||||||||726792|220224|10.6|3.1|6827173||||||||||||||||||||||||||284440|164629|53.1|17.0|535550|2834115|309425|38.0|4.1|7454364|||||||||||||||||||||||||||||||1450711|192148|22.6|3.0|6418400|425223|133085|20.1|6.1|2111334||||||162273|69089|15.4|7.6|1053613||||||838601|240636|40.5|9.0|2070861|1537362|263448|25.3|3.8|6086013||||||349780|131996|72.9|9.4|479515|1120146|208760|37.9|5.2|2959321|||||||||||||||||||||||||||||||June 1, 2022|June 13, 2022|2022|06
