#WEEK|GEO_ID|UNITS_TOTAL|JOBLOSS_TOTAL|JOBLOSS_MOE|JOBLOSS_RATE|JOBLOSS_RT_MOE|JOBLOSS_UNIV|LFNEXT_TOTAL|LFNEXT_MOE|LFNEXT_RATE|LFNEXT_RT_MOE|LFNEXT_UNIV|FOODSCARCE_TOTAL|FOODSCARCE_MOE|FOODSCARCE_RATE|FOODSCARCE_RT_MOE|FOODSCARCE_UNIV|HLTHDLY_TOTAL|HLTHDLY_MOE|HLTHDLY_RATE|HLTHDLY_RT_MOE|HLTHDLY_UNIV|HINSEC_1_TOTAL|HINSEC_1_MOE|HINSEC_1_RATE|HINSEC_1_RT_MOE|HINSEC_1_UNIV|EDMVD_TOTAL|EDMVD_MOE|EDMVD_RATE|EDMVD_RT_MOE|EDMVD_UNIV|TELEWORK_TOTAL|TELEWORK_MOE|TELEWORK_RATE|TELEWORK_RT_MOE|TELEWORK_UNIV|HINSEC_TOTAL|HINSEC_MOE|HINSEC_RATE|HINSEC_RT_MOE|HINSEC_UNIV|EVICTFOR_TOTAL|EVICTFOR_MOE|EVICTFOR_RATE|EVICTFOR_RT_MOE|EVICTFOR_UNIV|EXPENSE_TOTAL|EXPENSE_MOE|EXPENSE_RATE|EXPENSE_RT_MOE|EXPENSE_UNIV|SECONDED_TOTAL|SECONDED_MOE|SECONDED_RATE|SECONDED_RT_MOE|SECONDED_UNIV|VACCINE_TOTAL|VACCINE_MOE|VACCINE_RATE|VACCINE_RT_MOE|VACCINE_UNIV|GETVACC_TOTAL|GETVACC_MOE|GETVACC_RATE|GETVACC_RT_MOE|GETVACC_UNIV|TELEWORK_2_TOTAL|TELEWORK_2_MOE|TELEWORK_2_RATE|TELEWORK_2_RT_MOE|TELEWORK_2_UNIV|FOODASSIS_TOTAL|FOODASSIS_MOE|FOODASSIS_RATE|FOODASSIS_RT_MOE|FOODASSIS_UNIV|CHILDCARE_TOTAL|CHILDCARE_MOE|CHILDCARE_RATE|CHILDCARE_RT_MOE|CHILDCARE_UNIV|HHTELHLTH_TOTAL|HHTELHLTH_MOE|HHTELHLTH_RATE|HHTELHLTH_RT_MOE|HHTELHLTH_UNIV|CHILDTELE_TOTAL|CHILDTELE_MOE|CHILDTELE_RATE|CHILDTELE_RT_MOE|CHILDTELE_UNIV|PLNDTRIP_TOTAL|PLNDTRIP_MOE|PLNDTRIP_RATE|PLNDTRIP_RT_MOE|PLNDTRIP_UNIV|CHILDCARE_2_TOTAL|CHILDCARE_2_MOE|CHILDCARE_2_RATE|CHILDCARE_2_RT_MOE|CHILDCARE_2_UNIV|WACTIVITY_TOTAL|WACTIVITY_MOE|WACTIVITY_RATE|WACTIVITY_RT_MOE|WACTIVITY_UNIV|FOODFORCHLD_TOTAL|FOODFORCHLD_MOE|FOODFORCHLD_RATE|FOODFORCHLD_RT_MOE|FOODFORCHLD_UNIV|ENERGYBILL_TOTAL|ENERGYBILL_MOE|ENERGYBILL_RATE|ENERGYBILL_RT_MOE|ENERGYBILL_UNIV|CTCUSE_TOTAL|CTCUSE_MOE|CTCUSE_RATE|CTCUSE_RT_MOE|CTCUSE_UNIV|CTCUSENEW_TOTAL|CTCUSENEW_MOE|CTCUSENEW_RATE|CTCUSENEW_RT_MOE|CTCUSENEW_UNIV|LONGCOVID_1_TOTAL|LONGCOVID_1_MOE|LONGCOVID_1_RATE|LONGCOVID_1_RT_MOE|LONGCOVID_1_UNIV|PRICEINCR_TOTAL|PRICEINCR_MOE|PRICEINCR_RATE|PRICEINCR_RT_MOE|PRICEINCR_UNIV|PRICEWORRY_TOTAL|PRICEWORRY_MOE|PRICEWORRY_RATE|PRICEWORRY_RT_MOE|PRICEWORRY_UNIV|GASIMPACT_TOTAL|GASIMPACT_MOE|GASIMPACT_RATE|GASIMPACT_RT_MOE|GASIMPACT_UNIV|FOODFORCHLD1_TOTAL|FOODFORCHLD1_MOE|FOODFORCHLD1_RATE|FOODFORCHLD1_RT_MOE|FOODFORCHLD1_UNIV|DISPLACED_TOTAL|DISPLACED_MOE|DISPLACED_RATE|DISPLACED_RT_MOE|DISPLACED_UNIV|DISPLACEDTIME_TOTAL|DISPLACEDTIME_MOE|DISPLACEDTIME_RATE|DISPLACEDTIME_RT_MOE|DISPLACEDTIME_UNIV|COL_START_DATE|COL_END_DATE|SURVEY_YEAR|YR_WEEK_NUM
13|0400000US34|6776822||||||2010505|162540|29.9|2.4|6730196|562100|105490|9.6|1.8|5871783||||||||||||||||2800871|153704|44.1|2.3|6349782|304060|74832|7.7|1.9|3925691|126233|46319|23.9|7.1|528175|2123036|204394|32.5|3.1|6523048|1051436|124577|79.0|4.1|1330273||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US35|1589574||||||484498|45560|31.0|2.8|1562556|173865|41786|12.3|2.9|1410465||||||||||||||||499878|42525|33.0|2.8|1517080|47794|16567|5.3|1.8|895197|24087|11892|27.8|13.0|86674|554228|55435|35.8|3.6|1547178|357255|35733|83.8|5.0|426512||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US36|14847080||||||4314532|352971|29.5|2.3|14604450|944546|210275|7.6|1.6|12463533||||||||||||||||5750010|265135|41.6|1.9|13830517|736404|211281|9.0|2.6|8195711|297240|118051|23.3|7.7|1273076|4507030|367656|32.6|2.6|13826047|2636198|274261|82.8|3.9|3183986||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US37|8017566||||||1705260|237750|21.3|3.0|8001318|856939|170263|12.1|2.3|7102278||||||||||||||||2483914|193784|32.8|2.6|7565285|282371|90930|6.5|2.1|4376539|193885|85747|39.0|13.9|497442|2368309|201577|30.5|2.6|7759110|1312505|195413|84.1|4.5|1560679||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US38|561016||||||118822|18979|21.2|3.4|559423|36788|11237|7.2|2.2|508813||||||||||||||||172491|18277|32.3|3.4|534034|5527|2514|1.8|0.8|307800|3468|2009|20.1|12.8|17214|138900|19079|25.4|3.4|547635|89972|19896|84.5|6.5|106498||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US39|8822539||||||2025666|207791|23.1|2.4|8765621|825787|162326|10.6|2.1|7820936||||||||||||||||2608870|199386|31.3|2.5|8328021|379519|109650|7.3|2.0|5166373|208883|97371|36.7|13.8|568662|2349826|228523|27.8|2.7|8441573|1052723|138825|76.2|6.2|1381465||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US40|2916436||||||651087|72459|22.6|2.6|2884177|368994|63706|14.1|2.5|2610858||||||||||||||||761624|55551|27.2|2.0|2797045|139429|41561|9.1|2.6|1540003|91624|40388|46.7|14.8|196152|1028217|84291|36.1|2.9|2851157|470550|72795|73.2|7.2|642855||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US41|3302727||||||810218|65010|24.6|2.0|3290671|271817|48686|9.2|1.6|2941326||||||||||||||||1150356|58744|36.9|2.0|3114942|120504|34227|5.8|1.6|2082635|54591|16840|31.2|9.3|174882|932672|60848|29.2|1.8|3188826|571865|61763|86.3|2.5|662581||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US42|9776154||||||2151217|193647|22.1|2.0|9718783|630766|101609|7.3|1.2|8590273||||||||||||||||3454163|177133|37.4|1.9|9238525|355682|91815|6.7|1.7|5277976|170072|73708|31.4|10.7|542432|2577327|191470|27.4|2.1|9409264|1512962|181364|82.1|4.4|1841774||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US44|817559||||||230334|27746|28.4|3.4|811071|85729|16441|12.1|2.2|707678||||||||||||||||313876|22985|40.9|3.2|766726|26876|10457|5.7|2.2|470562|13316|8916|29.8|16.6|44695|246102|28096|31.4|3.5|784294|137043|20684|76.1|7.3|180046||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US45|3969123||||||778036|97782|19.7|2.5|3941050|352510|77677|10.1|2.2|3483956||||||||||||||||1058166|75848|27.8|2.0|3809192|127246|42061|6.1|2.0|2079066|65997|27546|39.8|13.2|165760|1193787|95024|31.4|2.5|3807882|643660|73225|84.6|4.1|760936||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US46|642658||||||115729|20905|18.1|3.3|638747|53969|17793|9.4|3.0|574671||||||||||||||||183943|14792|29.7|2.4|618598|21379|7323|5.9|2.1|360015|10910|5225|33.6|14.6|32483|156415|19881|25.2|3.2|621650|62335|19820|64.9|11.2|96003||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US47|5221475||||||1103121|107159|21.4|2.1|5163734|565620|79606|12.3|1.6|4581168||||||||||||||||1451609|121310|29.4|2.5|4932454|207148|57340|7.4|2.0|2818173|118268|41868|43.0|10.7|275323|1476492|128230|29.4|2.4|5014126|740315|100464|81.3|4.1|910325||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US48|21356906||||||5910331|431905|27.9|2.0|21188138|2130113|304674|11.5|1.6|18504429||||||||||||||||7317188|330282|35.6|1.6|20531630|913605|199413|7.9|1.7|11500049|546387|148871|37.7|7.5|1447922|7470307|429640|36.2|2.0|20616038|4129659|302506|82.8|2.5|4988863||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US49|2281207||||||375029|44328|16.5|2.0|2275329|109838|20710|5.3|1.0|2065597||||||||||||||||1011953|49488|45.6|2.2|2219262|30991|10019|2.1|0.7|1500283|19998|8574|31.1|11.2|64253|558910|41909|25.0|1.8|2238270|561783|50176|81.1|3.3|692645||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US50|485485||||||92402|12621|19.1|2.6|482657|19988|5841|4.6|1.3|435691||||||||||||||||192744|14153|41.9|3.2|460538|7104|3661|2.6|1.3|277255|1950|1642|12.8|11.4|15199|106794|13972|22.6|2.9|473039|55795|11751|80.8|6.2|69042||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US51|6472737||||||1554889|138683|24.2|2.2|6418660|471709|93739|8.3|1.6|5698554||||||||||||||||2489283|122621|40.5|1.9|6143460|188111|50658|4.7|1.2|4025685|129073|45124|30.9|8.2|417587|1812896|128577|29.1|2.0|6234808|1118737|131773|80.4|5.1|1391869||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US53|5890357||||||1379992|112077|23.6|1.9|5857440|376863|65073|7.1|1.2|5333255||||||||||||||||2370638|92080|42.0|1.7|5642298|155064|49976|4.1|1.4|3745352|83607|38930|26.0|9.9|321648|1505010|123597|26.2|2.2|5738723|1228209|102177|85.3|2.9|1440332||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US54|1379576||||||285716|39803|20.8|2.9|1370387|141065|43933|11.8|3.6|1193878||||||||||||||||309073|40123|23.5|3.1|1312655|33937|13749|5.2|2.1|653910|21867|12175|41.2|17.8|53066|412121|52444|31.0|4.0|1329908|150333|28603|75.2|8.1|199781||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US55|4438719||||||712365|93175|16.1|2.1|4426614|263575|59449|6.7|1.5|3916810||||||||||||||||1455909|80232|34.6|1.8|4206684|139858|46983|5.8|1.9|2426434|62660|31842|31.0|13.0|201987|973448|83537|22.6|1.9|4305087|578267|91088|72.9|5.4|793215||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|0400000US56|433400||||||79198|10450|18.3|2.4|431784|29245|7720|7.4|1.9|394326||||||||||||||||107390|10433|25.6|2.6|418847|14114|4372|5.3|1.7|265317|8950|4017|39.3|15.8|22788|116507|14331|27.5|3.4|424420|77013|12571|85.7|4.7|89908||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US12060|4519037||||||1281557|139622|28.6|2.7|4486760|453357|117800|11.9|2.9|3818606||||||||||||||||1793609|111521|42.1|2.8|4264504|148466|51364|5.7|1.9|2585714|78122|37700|31.4|13.4|248759|1533334|139698|35.5|3.0|4315144|855343|107062|80.7|4.5|1059429||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US14460|3585147||||||867786|80825|24.3|2.2|3569778|215006|60980|6.7|1.8|3201377||||||||||||||||1857235|97380|53.9|2.3|3445706|117935|32478|5.4|1.4|2200579|35800|13962|17.3|7.0|207372|866868|93083|24.8|2.3|3493608|680860|78991|84.1|3.4|809941||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US16980|6906339||||||1865781|170263|27.2|2.5|6861844|790263|133333|13.0|2.1|6080714||||||||||||||||2837261|205366|43.0|3.2|6599291|338742|78939|8.4|2.0|4022705|205409|72100|39.8|12.0|516435|2235418|184279|33.7|2.4|6626447|1297395|152011|81.7|5.3|1588543||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US19100|5594763||||||1426596|162307|25.6|2.3|5564084|584243|129661|11.8|2.5|4952414||||||||||||||||2323574|173661|43.2|2.8|5379825|212397|69746|6.5|2.0|3285566|89119|42269|25.7|10.6|346569|1819676|206657|33.7|2.8|5402189|1128735|156084|80.9|5.3|1394435||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US19820|3466853||||||1032462|107128|30.0|2.8|3438208|365405|80390|12.2|2.4|3006115||||||||||||||||1233095|83432|37.7|2.2|3271017|113757|44160|6.0|2.4|1882743|81458|33886|38.6|12.6|210857|1127132|126810|34.0|3.2|3312996|603098|86888|80.6|5.3|748218||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US26420|5234056||||||1612613|169842|31.2|2.8|5168608|504306|103895|11.3|2.2|4467040||||||||||||||||1798990|152366|36.5|2.9|4928022|265644|93657|9.9|3.4|2670174|165618|74800|40.7|12.8|407025|1919961|235304|38.1|3.0|5036972|963397|149110|80.1|5.4|1202450||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US31080|9880557||||||3673865|428904|37.5|3.5|9796765|925399|208315|10.9|2.3|8454160||||||||||||||||4030511|320064|43.3|2.6|9315365|624392|183951|9.9|2.8|6290754|382830|135739|40.4|12.2|946509|3482395|402351|36.6|3.5|9524596|2476943|289897|80.7|5.3|3067986||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US33100|4939185||||||1927711|189366|39.3|3.2|4900798|610106|139186|14.4|2.9|4222252||||||||||||||||1543498|133285|34.4|2.5|4489435|305584|91075|12.0|3.0|2551782|201754|84474|33.7|11.8|598347|2062795|206911|43.5|3.2|4743308|1069477|145896|86.2|3.9|1240190||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US35620|14351823||||||4656836|347519|33.0|2.2|14111215|1055325|172834|8.8|1.4|12020658||||||||||||||||5987757|277756|45.2|1.9|13251884|755797|184989|9.3|2.3|8146989|302661|113021|22.2|6.9|1364246|4423661|345039|33.0|2.3|13384882|2652666|245371|81.7|3.8|3246216||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US37980|5063754||||||1335610|127514|26.5|2.2|5039376|367262|73531|8.3|1.5|4440589||||||||||||||||2170786|173348|45.4|2.7|4785596|178898|53342|6.2|1.7|2886078|98948|49139|32.9|13.0|300942|1420358|143403|28.9|2.2|4912388|971087|142108|83.2|4.4|1166641||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US38060|3770606||||||937305|92755|25.0|2.5|3754811|306967|67621|9.3|2.0|3293729||||||||||||||||1431972|96951|39.7|2.9|3605087|157097|52697|6.8|2.2|2305604|81933|49194|32.6|16.7|251194|1148854|120978|31.6|3.1|3638503|804669|84918|88.2|3.2|911861||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US40140|4232392||||||1736099|230881|41.3|3.8|4203563|552910|127186|15.2|3.4|3634294||||||||||||||||1107034|161616|27.6|3.3|4013241|337652|140173|12.8|4.8|2640979|181149|128919|38.8|21.6|467078|1662205|231962|41.2|4.5|4035423|1148764|177578|89.1|3.9|1288804||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US41860|3608596||||||1136673|180914|31.7|3.7|3586300|248300|74288|8.0|2.3|3110352||||||||||||||||1791623|158645|52.5|3.3|3414812|128854|48384|5.7|2.1|2275130|52640|25344|22.1|9.0|238110|952873|160115|27.4|3.8|3473947|841129|117866|84.5|5.2|995591||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US42660|3103898||||||780298|72428|25.3|2.2|3084312|160853|43060|5.7|1.5|2826024||||||||||||||||1446923|73157|48.7|2.2|2970715|79893|31053|3.9|1.4|2072933|36075|19107|20.0|9.8|180290|724517|73920|24.1|2.1|3005254|659535|68552|84.0|3.0|785275||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
13|310M600US47900|4614223||||||1208765|117075|26.4|2.2|4585845|383209|89555|9.3|2.0|4127620||||||||||||||||2493017|121378|56.3|2.4|4425412|185364|45140|6.2|1.4|3000651|91716|26504|25.6|6.5|357822|1278476|138425|28.6|2.6|4475856|900988|95549|79.6|4.0|1132392||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||August 19, 2020|August 31, 2020|2020|13
12|0100000US|249170916|126554411|1457948|51.1|0.6|247855856|87332680|1450190|35.2|0.6|247851443|29284583|1266138|12.1|0.5|242899746|89159211|1395159|40.1|0.6|222316858|44667345|1117654|26.5|0.7|168758739|59592693|1154759|99.4|0.2|59938614|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US01|3717378|1689166|149103|45.8|4.1|3686297|1034020|131027|28.2|3.6|3672268|467489|114141|13.0|3.2|3596275|1410571|138735|44.6|4.2|3164100|763487|116251|33.3|5.0|2292094|816597|115277|99.6|0.6|819750|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US02|524925|256356|20925|49.1|4.0|522612|167304|22462|32.0|4.3|522814|46429|12876|9.0|2.5|514970|211725|20359|44.5|4.2|475598|79895|17916|21.7|4.6|368019|111752|15589|99.9|0.2|111870|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US04|5597268|2841364|193646|51.2|3.4|5551517|2090442|173641|37.7|3.1|5545526|738346|139300|13.4|2.5|5502252|1901081|179989|38.9|3.5|4888731|959889|163954|25.1|3.8|3824890|1286176|163252|99.9|0.2|1288039|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US05|2246527|980085|94012|43.8|4.2|2239763|623541|67904|27.9|3.1|2236004|326933|56901|14.9|2.6|2197727|744708|78204|37.0|3.9|2012016|390891|74808|26.7|4.9|1466396|615271|82979|100.0|0.0|615271|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US06|29939021|17489568|529057|58.6|1.8|29862562|13807861|606119|46.3|2.0|29848918|4127409|540240|14.3|1.9|28837120|10634751|598567|41.2|2.2|25827290|6287946|598603|29.5|2.5|21316276|6881509|576186|99.7|0.2|6899780|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US08|4454718|2104083|152662|47.3|3.4|4446157|1528151|199138|34.5|4.5|4431924|268639|89551|6.1|2.0|4423905|1704791|166355|41.1|3.8|4152000|673569|161871|20.0|4.8|3373848|1007255|130448|99.4|0.8|1012896|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US09|2732423|1329415|99349|48.8|3.6|2726608|768853|85224|28.4|3.1|2708869|230213|55397|8.7|2.1|2635099|912493|82210|37.1|3.3|2459122|465682|81544|25.4|4.3|1834959|638296|68401|99.9|0.1|638871|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US10|754637|366233|34566|49.1|4.6|745704|272773|35958|36.6|4.8|745523|83631|23388|11.3|3.1|740844|249553|32210|37.4|5.0|666797|110117|21929|21.6|4.2|509710|205088|26435|100.0|0.0|205088|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US11|542635|202290|22331|37.3|4.1|542535|158159|23629|29.2|4.4|542446|60535|20580|11.3|3.8|537595|237049|27089|50.6|5.5|468426|90295|19702|23.1|4.7|390594|94472|21771|99.9|0.3|94606|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US12|17085385|8699638|502099|51.2|2.9|16990634|6477962|456347|38.1|2.7|17006735|1903426|270163|11.3|1.6|16794577|5796314|427392|37.9|2.7|15297934|3462475|400640|31.6|3.5|10949217|3473509|401771|99.2|0.8|3500439|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US13|7955983|3532408|271412|44.8|3.4|7892553|2625951|230446|33.1|2.9|7925394|935765|225017|12.3|2.9|7627114|2788867|271772|40.1|3.8|6949372|1504105|235649|28.3|3.7|5316629|2345244|331153|98.0|2.2|2392658|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US15|1073229|594789|53462|55.8|5.0|1065935|453280|47872|42.6|4.5|1065210|104608|26410|9.9|2.5|1057091|349026|49313|35.4|5.0|986926|157749|30770|22.4|3.9|705175|290255|35582|99.9|0.2|290501|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US16|1343198|567330|51943|42.3|3.9|1341100|369202|47626|27.6|3.6|1339274|108339|23751|8.3|1.8|1312560|409301|56840|34.1|4.5|1200727|209510|42156|23.5|4.5|891536|373581|34734|99.4|0.8|375900|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US17|9546424|4979668|299324|52.5|3.1|9489503|3333254|310228|35.1|3.2|9485539|1247634|215169|13.3|2.3|9366608|3719595|274518|42.8|2.9|8699399|1883792|303705|27.9|4.1|6759275|2416075|285857|99.3|1.2|2431931|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US18|5015550|2527838|220508|50.5|4.4|5006908|1737683|194997|34.7|3.9|5003478|477050|107860|9.6|2.2|4956035|1770049|170732|38.9|3.7|4555235|794636|125472|24.0|3.7|3313376|1284608|152737|99.3|0.6|1293727|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US19|2342905|932859|103319|39.9|4.4|2339008|667035|102380|28.5|4.4|2337421|168078|37079|7.3|1.6|2305039|687153|82800|32.8|4.1|2097126|180491|49458|11.5|3.2|1569408|534555|57124|100.0|0.0|534555|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
12|0400000US20|2140957|975587|93739|45.8|4.3|2132417|670112|93707|31.3|4.4|2138623|207146|42060|9.9|2.0|2101442|752847|87020|39.2|4.4|1921639|377403|52450|25.7|3.5|1469520|570942|59099|100.0|0.0|570942|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||July 16, 2020|July 21, 2020|2020|12
